orderid,storeid,userid
c190d510-07cd-4563-967e-f311b1b9ad38,b87fb5ca-5f2f-4660-abf1-7697107f191e,08718036-d9d1-4f77-b907-f12ec00414e7
b660abb0-1be6-4c47-8ca1-184584724e7b,a225701b-e243-4592-be53-dcfeea1eb959,a24b8cd3-2c5c-4af5-9cf6-fd36000e6546
98621d28-94d6-4fca-a251-bbf2a3b75b22,fe7b3b04-34b2-413d-8a3e-f94b77facbdb,af0d91d6-f109-4e87-bd17-786e26de1410
6953d855-150f-4d34-9b51-f262d1a4126b,aee98427-ae8f-499c-afc5-926944848dca,d5750fab-710e-490a-b80f-9972c97e8190
974fec7e-8f8e-4464-b1e8-daa2daf1cf77,8d1c4366-750b-4632-9bc4-94cc06ec6fb4,ecdc85b6-e063-4b16-afd9-f2919b46ef19
928f5f12-782c-484e-a901-bef292910d62,1001e8fd-73d1-451f-846d-6175bfe8955b,e5295ba5-a38e-4f2d-affd-014f34cc59c2
376170ea-ef22-44ff-bb66-fe35e6b71df8,0d4739d7-8466-4ad6-a6b3-475386a29980,57242faa-3f0c-4765-8a07-179f1397d139
7ad65e56-8a39-448a-846d-d10ee5738ca8,4a257357-6c25-4425-81c4-45137da9a571,adbd9a8a-a3ff-49be-9823-9c005dcaf2b7
dc3d8ac9-64d4-43d4-8f8f-0379355ab04d,eb0198e2-d1b8-4b6f-9deb-0d2ad18e00ed,00776f70-700f-444d-972d-c9d5a80fa197
013d5cca-aa57-4b09-87e0-140e99cdac1a,6794ff35-c794-4b9b-9c0c-c0a57f6b8189,29f3190d-f5b2-4947-891f-0b60bf1bf1ea
1d9bf033-fba6-4afe-a9c6-ab1eb86bcc23,e3e58e91-50ca-46ee-bd71-9659b5e5f170,b21ae180-d976-49bb-81f2-4b6abd707adb
9cca4302-fbee-465a-b82d-93dc2b713ee0,ca087ce0-c384-42c8-8d10-74732341d08a,75d423df-8284-4de1-96c5-48b0c74b1f2a
c6264488-19c9-4a51-b858-9b6a63d6bf9b,26a2ca62-e3b2-4afa-ae3f-6cfb1f9dbe62,0ce1b108-552b-46e1-93b6-2018b35af0ae
12b764af-9bda-4622-b5f0-07f526dfd4d9,3b70def0-21f4-4229-92bc-9619997441ca,0ef019b5-3d12-4f76-be97-b708c01a8396
4755b0d0-001d-4ff1-8628-a84c44d6f636,4b50a9e0-5313-476b-bf51-b54ac75dfbd0,1553840d-e945-444e-b105-9ecf2c420602
d6f52140-90bc-4ec4-89da-daa51a3e14c5,d5ad9003-8e6c-46b7-b744-349a563f7576,9889c68d-b6f8-42ba-beab-7bc07e894eb9
fa384f4a-c808-4fcf-9dcd-3b9a48f361cf,f8a765c6-73ab-4e72-bb95-e7aeb8f0597b,0d4933f9-2252-447b-8b3d-197a911fdc17
6794b1f2-166a-4b13-8878-bdbd671bfc57,e8b0de47-7215-4c5d-aeef-14124b146f0f,15ccfcae-80fd-4d42-8fd6-f269946d0b3c
20dd27f4-aded-498b-a0c9-b93c5c70f972,6794ff35-c794-4b9b-9c0c-c0a57f6b8189,3356876a-7886-4b37-ae41-1d08ef753e37
b3840868-b9e3-401f-a13f-ed08caa7899b,b62caa09-39df-48ba-94bc-acb5fc47028c,0d4933f9-2252-447b-8b3d-197a911fdc17
75b4735b-c1e8-43dd-8fa1-fe3e6468d3e3,21847fc4-e1f0-4d5c-a3b4-020b2d07e5a0,f3a0c1e9-ab4b-4596-8151-90d3bfd73455
2a22d452-cf25-4e7a-9dcb-ab03a546721c,e02566cb-ec76-4e55-b54b-42ad8fb22112,c443efa9-87ae-4a91-b057-2c73a6ce04b5
a22c6eb0-a213-4683-9968-8cb59ede916a,8b11ec01-394f-43da-ac6f-846b62af5867,3ffeb989-ee69-426f-b7c2-d01f6cc1120d
2e46eb59-8543-462d-a4f5-25d1ece46049,c93da805-0626-4267-93ee-c2f0665cfddb,223958b1-a04c-4edf-b4f3-a87b398352a7
d123f28c-ba65-41e6-b3f2-1775334e60b8,4ed31957-6672-4dc0-a822-163bc79cc772,d7e6e3c1-effc-4fe1-8617-656a17f16330
31ff92ec-aa60-4c25-a0a3-696c93f19230,458bfc8b-6834-44bc-b087-e11ed50dd67a,ae1f3197-8ca0-4a72-939a-36f046e0210b
6d9f3ebb-f63c-4d3d-b84f-5526c95986e0,eb0198e2-d1b8-4b6f-9deb-0d2ad18e00ed,78fd3a4c-e4ee-4ab5-ab53-b9cb328480e7
ab2c6a86-be95-4caf-b64a-9a089b2facf5,6668bfa7-3900-428e-bbfe-875a1ae7325a,e85c9176-fea6-41bb-b043-cdf7d9f48c99
e87565c3-0e03-4ab6-8ca5-0286af6935e5,f90accc6-cb4d-4cbb-af39-77ff8e28aa4e,f50fd0a5-ecbb-42e8-8db8-bca51737bae1
64c3f9ce-8d9d-463e-8016-9c21d86d44b1,458bfc8b-6834-44bc-b087-e11ed50dd67a,b9ec5aa4-c182-4bd6-8c93-ee968d926299
04f1aa6e-4809-491c-9c01-81486704dd90,d86ea81e-de4b-4e0f-9371-4799c862d11b,7e90733b-32ff-47db-b2e3-4367d748b272
175807e6-11ce-47be-b57c-a870ee74eb19,458bfc8b-6834-44bc-b087-e11ed50dd67a,d8bc28f3-9d0e-4ecf-9a00-058707aaa216
7adcaa3c-85ce-49f6-b662-318354ad3792,655dd9ce-a250-4a6e-b4c1-920fbd6b46a9,6ad4a3a5-5424-4981-9fe4-55357364976a
507fe165-53e6-4f52-89f3-3fc389c038ad,26fe605a-492b-46a7-a18b-3604c64828d9,68e0d164-47bb-4548-ba56-cd284bf7f3a3
fc9baf8a-ced9-4e28-b0d9-8166c6739c21,dae2ab7c-2894-4922-a634-847f98bbdf4c,a6b61344-8d46-4786-8a65-f44c6d0708c8
80d297a9-fb05-4a7e-8615-c4df355f7227,40c37b71-a5e9-47fb-98ba-42754cee310a,c1f3850a-fa9b-4174-bd47-421375e8acb7
db1f572a-ed3a-41df-8a73-784860912127,fe11921a-7a69-4976-9e11-5cfd1c7347ac,593d9d0f-4cf8-4ded-8c3b-13b8c5860a2d
7483cd6a-cf9e-4f39-b833-18b8a2bc521e,437fae07-1ac8-4e27-bd8f-9ca3c071b32a,e5215474-ce77-409b-8429-a6ae9aef3a3a
6fcdf55b-295a-4c1f-9632-286196fda609,53854ad6-f490-4969-b8b7-a9ffb8054f31,1bb53bcd-f4a2-49d2-8a87-3cd17d4b00d4
b97879c2-ce9b-4d9d-b4db-6b47aa323580,6318b49f-0969-44f9-9b53-3c9d00cbb808,ffd685fb-8392-4c84-9f94-d79e545e30b7
ef981f10-2149-4574-9f19-819e090d5ae3,6668bfa7-3900-428e-bbfe-875a1ae7325a,b2377145-f7c2-4431-9e38-999fdd14e1cf
445cb37e-59e9-43df-83cd-224b0e1d76b9,7edcddd5-1394-40a1-93b4-51dd4b9b117d,8787abc7-84f6-49d7-b278-1643ae11e358
3a66d3bb-2eed-496b-825b-e0dfba137dc7,f90accc6-cb4d-4cbb-af39-77ff8e28aa4e,4780251a-b4b3-427d-96cd-bcf01f20ce9e
8f14ff14-149b-428e-a198-3c176107e8d0,c57feb1f-a1d2-4c16-b096-fe76e5d080e0,70bc3498-c4d5-4d5f-9d30-cbc593dd352c
ce4455fa-f1d6-443f-a6e3-3f61f35d6c5d,d6e94bf9-df56-4b57-b0d9-f78ee12b7f49,7c3d425f-daa6-439c-86fd-fedb5895e360
c0eacc22-ca4a-44ba-9ad0-51423165d22c,6245db75-4b3f-4c17-b7d1-c012ed60fbe2,20450670-3d0a-461b-add3-6d181883cad9
2a996526-7da4-4e6d-afe2-4b5e0d5b1461,c4a25a51-62f0-40d2-87f4-65797691a065,6a50991d-61c3-4168-a11d-87e883c44bca
b1dd8d45-5321-4a48-99ea-9af10795509f,4a023b64-7e11-458a-9ac1-eaa952d8a50c,20c64d82-d7c8-4913-bf64-9cf4c025fbf5
ba8f43eb-afe5-4ae3-bf68-36d3a283933a,e02566cb-ec76-4e55-b54b-42ad8fb22112,2db0fd97-981c-49a8-b427-cffe62f337b4
01247737-a1d4-4910-b1f0-5c275802b049,70c2b50b-f572-4891-9e45-fff756201f2f,73d5436b-8fef-454a-9e34-0d55a8409752
195e8e1e-5f65-473d-b889-7799bf2cb2c1,45b9501e-5ca2-4dd3-a63c-92f0e5ec6c0e,97291536-0a98-4b55-9423-b63ab224b72a
0e69efb5-9cf9-4078-9293-1ab3ae321bdb,26a2ca62-e3b2-4afa-ae3f-6cfb1f9dbe62,5ca6713c-c091-4ea2-8efa-967bb2de4a5f
917e91f8-2ecf-4a8a-bace-c25d1f07b120,adacbc5e-20cb-4f7b-8a48-d643b52df632,152b7194-c0b4-457e-be7b-6dca1cc71920
5f469388-3900-45f3-89f7-a3389c34ddc3,a2b97044-ea57-4436-bd55-d6782f94aa1c,37634fdc-e570-46bb-b175-8fb6976943c6
f5fdf9ad-c2f6-465e-86cf-f52379f3c96d,4f4fc9dc-ea2c-4107-b0e4-f18e6fa831bc,941b08ed-af64-4c3b-b41f-8bb3dd774fff
f3c688fc-9899-4a3e-84fa-3db367c140e3,ce35a047-4302-425c-addb-894e01dfd9c5,84c25d72-797a-4e99-b50e-6d0e11968bcf
fbbe1a68-d7de-4c1c-8171-bc1c63e852fc,3d29d8a9-fc26-4bc6-b92f-da92454e79a4,190e21fa-619d-47f5-9a4c-78b2f6462e7a
ecb6ba89-4b41-4a06-985a-6f4fc18a301f,58a2e98e-16d2-4c5f-9d41-2a9cdb81748b,8cc43acd-5d30-4dd0-9ccc-0761620c8a0d
942b3594-e1a1-4e2e-9720-d47755f1b6b9,395d7463-25fe-4385-93a9-f362d70bf785,6680b723-3d72-4ff0-95a1-4c7f864c218e
ec17061e-f378-485d-bb0b-96ac5c1f7b61,9af2aaca-47cc-40f7-9c4b-9d9a8c715d33,36e28954-07c2-42ff-94fb-47255a03f790
9a859464-bf3d-4cfe-83aa-7b9d881591c9,b242d43e-099b-49ab-8120-3485b90c1b28,b091dd66-51c6-4089-abe7-c087e44da8f5
9d187968-4482-4680-ad7e-4b374f276dc8,54a3eebc-9eb6-404d-997f-84d58dfd0dd1,c6131e4b-53fd-4b7b-aa7c-06da979ee5d1
7b822f0d-13a5-42fc-9a18-7fc98e456b6f,19e91fb2-3d7b-4596-9735-0c92172987b1,2c7316f8-864d-40e4-af39-aaeb1adaae7b
0f15f20c-4de1-4ce3-b182-67e2cbb3757b,a28f7d10-cc3a-4356-a9d6-584fefc95321,b46f4429-6e7b-4825-91d2-c49464526afb
c82a0f8a-d172-46e9-9d41-cec6414c73d6,3a7b0da7-5d60-4c67-85db-d0e73d54019d,00c5966b-6f3c-4407-ac02-63f22b8e165d
75b01721-d7e3-4ecd-81ef-c6fcb7d8c8ea,86b53e4a-a4e2-465a-bd51-11a51d2d625b,62fb5bf9-184b-4292-8413-663a0a48d099
5c1d0c68-5b96-4a47-bfb7-b4ff3ff9b93b,e2b7c686-cdf0-4c6f-a088-3dd5bb6ed3e7,bf3e8f7f-54ee-494b-8b0f-312b6925161e
64816990-a14a-4be7-ada8-e644883332c0,8d1c4366-750b-4632-9bc4-94cc06ec6fb4,3a7c0f71-460b-45f3-aa14-03be2147964d
31a31acc-2ddc-46a1-a7bc-7be194e904f4,0643930d-af81-41e0-9611-0f13b80152a2,79cc059e-3664-4923-af04-c512089fe2f7
7cd18fdc-fd85-4b70-9ea4-893cee831128,bb6cbe6c-bd40-4114-8bea-ab172e1c5548,f74dc366-e529-4bd1-b119-eb7408aea46c
e801c4b4-67fc-45c1-864d-8edd42eca668,b4c8cf78-b34d-456e-9d0c-d11a1fa93faa,1302b26e-c432-4490-9f62-8536fb53b292
6dad1add-1ddd-4437-8c21-ea8ae2feeea2,0d4739d7-8466-4ad6-a6b3-475386a29980,efa5157d-7024-448a-a98a-b81ac4b04c49
2fda299a-44e5-4b97-82b9-87991414a7bf,5966be2c-1573-49c4-ba13-9496e20bfdec,ee865377-2980-44bc-bb4c-75249538f973
c6bfe5c7-1da8-488b-b492-c62318a73e20,3e1d5b9b-f141-4bd8-9ebf-1bd331fbc834,c99a733d-3a1a-4b0a-be48-bb04d78b1951
48cbfc63-2948-4ef5-8085-f320a7053022,48dedd36-ed7a-4e18-a6e3-b4c9930db99d,a94b720c-078b-48f9-844c-95b8e8878fe5
263b34c0-3f41-400e-86ab-62e357515721,6e3968a7-82d1-4c35-9c6e-3e2a6f6c4af2,939bc9fa-878f-4972-b8b6-06e884c20f2e
f18bbd90-cb94-44aa-a398-4c25f5a57ccb,56c7ef28-e0ee-4621-b66e-b81176a9687a,a2345072-7156-4968-8526-4dfc91e50351
794cb529-2884-4ba7-b878-8b6de114a969,b53dbb67-7140-40b4-a18b-bd390dcda021,c1029174-d297-4cd1-a18d-c9d50db98b60
288ede86-7cf6-487d-b15a-972dcca4afc3,45d9deab-4302-4886-9f64-a985cb281157,79f2836f-4f86-4383-827a-8e0942b4f543
80c6293a-6d35-45b3-824a-d929f94c3cfa,7bfecaae-aa05-4991-aafa-97ea85fd4c75,aeb88d11-26a0-4129-a8e6-66eb00ed60c1
3e80aef7-e119-4911-815c-fe124e11ce63,eec4eaf6-ac60-464f-8cf1-34e84e319a54,7813c2db-5871-4485-ab9c-a758d987f65e
b530ccc6-f226-4241-94ba-93fd37fccdf6,846e598a-cbc7-438f-a051-1288588a8421,17e42c79-6313-445a-bd2d-2e927959c8ee
e5f1cf18-ab56-4e19-924f-5168d2d4f8c6,e3f47e0c-a21f-4ab9-a5a3-d269c88978f6,163c0fb7-1e5d-45e7-a394-326030959afa
e41f76a7-fac1-49be-834a-08ab0bcdc006,53854ad6-f490-4969-b8b7-a9ffb8054f31,0ef019b5-3d12-4f76-be97-b708c01a8396
b923c9bc-579c-43c8-9c8b-fb96c00d0b6a,5f608aa1-6beb-45cc-8856-02fdaefbe937,5e984814-2454-4c8b-a088-cc3f55d35eb2
03d351dc-f7f0-4de8-b502-f7feed48df94,4e17f863-1cb4-405c-a02e-343e6b4dc166,71e476d9-bf4b-4b46-814c-aa4da3e0f799
038b0adb-e738-4ffc-af98-6a5d5e4624d4,7283d114-90c2-44ec-8d71-4a18d13196c0,64d23768-d058-49f1-9cc3-d464ad3abc02
25921193-86d2-458e-ac28-d96379afde8a,86b53e4a-a4e2-465a-bd51-11a51d2d625b,edf8ac12-ce77-483b-878b-298334232c26
55bd769a-4407-4d72-b304-069e034303b0,c93da805-0626-4267-93ee-c2f0665cfddb,ef4fc3cf-6c09-41bb-8d7c-9a40808726c9
31f3c324-077f-40bf-a0f7-89c15ae93ade,e02566cb-ec76-4e55-b54b-42ad8fb22112,63e94021-a21f-479d-aaff-1d2ce5c63f93
e44ff50e-9315-4faf-95af-019bbe6cbf35,60b7e6bb-c867-4773-8246-26d62d155610,88bf98ff-272e-4cb3-94cb-f278e142d275
89d2a844-9663-4f7b-9eeb-943d5cf4374e,b6ccb49d-6816-4aef-ae55-71fbb3dca540,cfc1f599-3f27-4069-b7cf-881a81d97da7
361cc266-0c96-4c40-951b-d8af3a8afbae,895b44b7-f789-4fea-949a-bca0dec3651d,579b0fb3-90f9-4510-84f5-80509fc0b561
55dc872e-8630-4fee-9df7-7ceb3ff912a7,a0827a40-84a7-4228-9d86-d04d0f613e7a,741534b7-b168-4393-8d68-a318d49520bf
27677ec1-cae8-49ad-bf00-860f9799b87b,14f64604-ede3-4ee8-862c-fce4870e104b,2ac3d87f-3d1e-47ad-b81a-027cc3ee1ff6
1ebe5921-4e72-4d9a-a869-b7815d0af5dd,0d8cc43c-581d-4e69-b8f1-cf11086b760b,76494e98-e3df-442a-bd4a-3e0f4f7ae9bf
1810f2d7-6b44-4f7e-ad63-bd2e4668d22c,ca087ce0-c384-42c8-8d10-74732341d08a,6eafcfbf-6500-4f0b-b4fa-86199f4180ba
af8c1ed9-8c63-4d66-a8e7-5c59cb365b7a,e8564795-c74c-427a-80e5-d0f79d690745,9021115d-65b2-4aa8-9a3c-587d76050250
1204775f-d7e0-4be5-a562-57443f55ca0a,26d03e71-c433-4487-a0de-59085e126003,e85c9176-fea6-41bb-b043-cdf7d9f48c99
047b19c7-4042-4fad-930d-d94d9ee4807b,bb98039f-2927-4b3d-9e05-0fd45824c694,bb719d3f-091a-4849-88de-98e6b5d24e0f
0723122d-b4ee-4e2b-b6fe-6df33da644c6,e6f77d23-553e-4d73-9457-2c7b3d485c41,b46f4429-6e7b-4825-91d2-c49464526afb
240422f6-1f7d-4985-902f-85aac9a4ebbd,fe11921a-7a69-4976-9e11-5cfd1c7347ac,599adade-8a6f-4b3a-bb6a-ef9f59e9db81
b4dddb9b-8041-4912-aa25-82b176ac53e5,2d056a81-06d4-459e-be79-5f022e6c804d,6073e86d-06f0-4972-85a4-84b05a27e8ef
004cd70a-49b8-44ad-93e1-99836140cc8a,d8744f8d-307a-4f17-80c8-91df1127fde3,fcea954f-2d45-447c-a664-b99caae68de7
bd3c8855-c317-4f44-9bde-0084dd2bd886,54a3eebc-9eb6-404d-997f-84d58dfd0dd1,599adade-8a6f-4b3a-bb6a-ef9f59e9db81
2d6ca69e-ca53-4d05-9e95-d21a879e2993,e03d9347-1ba5-4818-90a8-da36f391f0d6,d90d3d64-2c3a-4f97-bc29-0f776728765c
2cb5a6e8-7320-4520-99c0-58afa14fbfb1,4e1a9a19-045f-4657-87f6-7299a8b2964d,8a59995e-cef6-4721-9a24-c15a9b8b9b3b
cd732e10-815e-4d24-844a-0fac63432e5f,984fdc3e-0946-4887-bfef-1d7de5e4111f,aeb88d11-26a0-4129-a8e6-66eb00ed60c1
58806350-c70b-41e0-81b5-164d01bb936a,7bfecaae-aa05-4991-aafa-97ea85fd4c75,e5366da6-c18e-4a2e-b1a6-ade4d3cca814
6fcd901b-4703-47e7-8cba-906cb4eb7209,1001e8fd-73d1-451f-846d-6175bfe8955b,cd38cefa-eae4-4295-8c92-d2cc44292645
fafa7606-2d64-4e01-bedb-85e83ae6887e,8f5d1705-8f9c-4349-8d00-d7c1797211ad,e372dcb7-0670-44b3-9dd7-559436867462
267c6dc8-e10b-4f21-abef-5a4b0deba19f,0643930d-af81-41e0-9611-0f13b80152a2,3dc880e5-dc2b-4985-8ac1-016aad9af2e1
04366fb3-9cd7-46d8-a418-490e63d93816,e2b7c686-cdf0-4c6f-a088-3dd5bb6ed3e7,7338f17c-dee6-43b9-bf4b-9c2a1e9646d2
6384d5cf-143a-4fb0-9170-7d1a260138bf,01ce28f4-d61b-441e-ae17-f8e679d2a842,bdefed07-c127-44d9-8517-3d30d598e394
bbf6dfb4-4b9d-4f0c-aa66-ea48f2ad7f20,a0827a40-84a7-4228-9d86-d04d0f613e7a,afc1f9eb-47f9-4c84-ad38-4414a2d79093
555e63cc-27cf-4ac8-a64b-27d27f162ea2,cd61e56a-a4c1-4cf6-a527-c5b8f951dcfa,c95ac66f-ebe9-4ae0-a073-5ce1b2f3db4e
381fdfba-13bc-467e-b1bc-aa2212f288ff,bb98039f-2927-4b3d-9e05-0fd45824c694,00776f70-700f-444d-972d-c9d5a80fa197
91cd648e-0b5b-4dd9-a7df-82b17751e6ac,dae2ab7c-2894-4922-a634-847f98bbdf4c,b7a76747-6bed-4439-84fd-f4263c23295e
e6cb89e5-84a6-450a-9c3d-8a83614bb797,f2293fc8-fa50-4a80-a37d-17756c6e7115,3eddbd64-7d8f-41cb-9718-2dd03eb4dd40
2bf83618-6ade-4cf5-9c41-d2a67f18599e,b87fb5ca-5f2f-4660-abf1-7697107f191e,887cb252-9640-4a5b-841d-0d830ae896c8
5d9fa339-764d-4c16-bc38-2b6a85f5e136,89630b3a-1978-4a42-955e-07b468459033,98ada9fc-620e-4406-97c2-c9e25f6a1bea
d5a9730e-a415-4aff-8c4a-0eafc42de866,01ce28f4-d61b-441e-ae17-f8e679d2a842,3bfb7dcf-843c-4567-8a35-49022a40f7fd
bd12c17a-a64c-41b8-97f6-ed405186449f,39c9a4af-8648-42cc-8cee-681969d778b0,f3294612-086c-4052-9c4d-682975845e54
13e4b8fe-9056-4407-b6df-561d6e6204cb,f35f7c69-9e67-4957-887e-3a3828df9bd4,a079d951-7360-47fb-b8cc-bd9a91aa9943
913f05c0-e054-4ec5-8193-590b58940dc6,78610d80-0980-4663-9198-6d5d5f628fd5,03c0bc55-1a50-4eef-b79d-ce800eefb5db
39b9918a-7b59-4724-be39-f7aebe074bdb,5f608aa1-6beb-45cc-8856-02fdaefbe937,928b8f7c-0537-4ce3-a9a1-696fd32f3923
410b4254-b3a4-4d4e-84bc-fe43d9a594d8,633a5189-8fb0-415c-bacd-d0325e69ea32,ab59007d-6ea0-49a4-846b-e53a8d3017f8
bae18595-6a81-4303-a228-0eb139d238b1,2346769e-a912-4236-9248-36ee70b39254,cbaa365f-4a32-419d-ab93-c95b73f0d758
db3ce0ed-04f4-40cc-a62a-6052ccc6bea5,39c9a4af-8648-42cc-8cee-681969d778b0,163c0fb7-1e5d-45e7-a394-326030959afa
ce051a0f-9582-4c3a-aa78-cdcf2d5f26cb,58a2e98e-16d2-4c5f-9d41-2a9cdb81748b,54492944-3b9e-4fab-8fd6-6e33c8cd1b16
601f065e-60f1-4f96-9300-4afc7d406da9,d5ad9003-8e6c-46b7-b744-349a563f7576,cd7dbcbb-d466-4a70-a738-202f9ba2c890
520984e1-3fe9-465c-a1a1-f15a5264afd9,e03d9347-1ba5-4818-90a8-da36f391f0d6,400bfa2f-ee01-40c5-97dc-302cfa0f09cc
f23c7f07-107a-4340-8ab9-c7b07d70ba5c,78610d80-0980-4663-9198-6d5d5f628fd5,a3da8157-2a8a-46de-b067-da79eeb654f8
14831869-f201-4fe4-8b46-d4f3d466e5c1,395d7463-25fe-4385-93a9-f362d70bf785,dc41b453-dacc-4318-abfd-e7776818e17c
60bed7ff-fcca-42e7-b667-5860bd9ce565,9c3fe418-4dd5-4e9c-a55b-21cc6de67c83,741534b7-b168-4393-8d68-a318d49520bf
14ea3bbb-f99f-47df-8f27-5580273d0210,299f386a-f9ba-4361-8f62-8e6c7deb597b,b3572792-fcb6-4533-abcf-dda65d9de0b5
03337642-5919-49cd-adf4-13dd03efefd1,b2cc715a-ab4c-4bcd-87a1-1d73886a3647,d7e6e3c1-effc-4fe1-8617-656a17f16330
34ccd88d-2a88-4469-bcd0-10c24c4a159d,f2293fc8-fa50-4a80-a37d-17756c6e7115,d67f3c69-8a2f-4336-be78-1ccf6e585305
a355ba37-79af-489e-8827-3288f9ae403f,e02566cb-ec76-4e55-b54b-42ad8fb22112,fa38210f-b20a-4fe0-a995-f9ad9c45e3a9
f66a6f2d-8f57-427a-b5ce-4df65c89176b,3e1d5b9b-f141-4bd8-9ebf-1bd331fbc834,dd1e0c09-1a69-46dc-baba-6a76728018ee
d59e96b0-7575-4981-ae9c-68f50843c3d3,437fae07-1ac8-4e27-bd8f-9ca3c071b32a,3a7c0f71-460b-45f3-aa14-03be2147964d
e7d500df-7602-415e-b48a-09304e96f291,f55633e5-5f76-4087-aa3d-27ad2fe07846,52519ed1-fbdd-4429-bcc4-7932c73a00c8
6554f710-41e9-4bdd-acc5-f53addaecd0e,a809b7f8-1fe2-4316-b145-71cf90143856,f86b46ee-5c80-4597-892a-30a00991e54c
2f7b1ce9-efaf-454a-913b-9bdde6a21309,20c30bfc-ee71-4ea6-96dd-c9969b68819f,04cdc478-9b99-4481-a37e-9e1feefa733e
37700d0e-ea0c-4234-9b39-ebb677b0ac78,a28f7d10-cc3a-4356-a9d6-584fefc95321,5124eaf4-082b-4b89-bec0-b1d001cd6725
90216c65-adb7-4318-b371-a3ef4bfc83a1,3a7b0da7-5d60-4c67-85db-d0e73d54019d,14b55e1d-94b9-48b6-bdef-322867c6a8c5
91fdcf49-b866-4851-9f7e-fa8fc13b5be3,88ca38c5-749b-4673-b55a-dd1531cef4ad,4ec16f5f-fcee-42c2-a854-d2d8e1400268
0a56ed1b-742e-430d-9784-7265e157cb35,d954d2a4-5098-4367-b2b3-1b8cec6a7de0,009647ba-e7cd-4f71-81d2-95b2cde41ebd
867983f6-f3c9-4880-8847-d1313556c2dd,ce35a047-4302-425c-addb-894e01dfd9c5,bf2a231c-056c-4c2a-a6cc-6ac5fb71b7ea
8af98deb-8fae-49a2-83d7-9e43ca196481,049208b2-9820-4aa0-b561-5dfb3b50d289,dc26e831-fefc-401f-b78b-cf8af6ed41a0
9e8c1cba-20ae-45d6-9ea5-ee3e6469dca4,3b3f391c-ae78-4afb-afc1-12ad5f9edff4,13b1cd45-bc8b-4f94-a52e-a9acd3bb28e6
c5a1b38a-365a-4cac-b0f1-49de4f42dfb3,384884a5-869b-4055-af4a-6862bdaf24d9,5b331626-a8f4-4ae7-be53-0e09138d6e55
705f3c4b-792e-4eb0-96a5-d1f2c4a4a415,984fdc3e-0946-4887-bfef-1d7de5e4111f,2fc3cfb4-6178-410c-addb-e8f0f5573a9f
e0fed4c2-c856-4f69-9062-94f05820180c,41985c3e-2333-47e6-aff6-149180b35339,2ef8fce7-61b0-42db-898f-c7e3667f3fbb
f7ec7d37-b651-4054-9db3-13896f02ddcc,0daaca5b-f9d1-47e8-8a02-3bfe18faa9fd,b271be6c-1dbc-49ac-876c-3f0e5ac03d31
bda9b89a-bbe1-418a-bba7-dbfeb3c80516,a809b7f8-1fe2-4316-b145-71cf90143856,52eb1b91-d1a6-43e3-8186-fe59c34895cf
8fe4b04a-53fa-414a-82a8-afd0b78d6f1e,458bfc8b-6834-44bc-b087-e11ed50dd67a,4a9a14a8-4d2c-43fa-899b-fb11fdd3c292
b1e303aa-29cf-4e2b-99cb-fc0fb697ed43,437fae07-1ac8-4e27-bd8f-9ca3c071b32a,421f6872-d015-4243-9195-787e24e10df2
0a875790-0192-461a-a12c-5d68faa5de01,458bfc8b-6834-44bc-b087-e11ed50dd67a,7f84d791-f7f0-4b7c-a7f6-5eb4ecf79149
d07a3938-bfe3-4a79-bbf5-b6f05b326f27,fef1b658-f18b-4030-ae49-e7600137a289,f98aa246-2ee6-4516-8f8a-8f581d563338
631f9b5e-7624-4c52-9416-efab83e509cc,e27d6cb0-806d-43b0-bafa-56c9fc6b8f50,511a0717-655c-4dc9-b49a-bbf44b4a1eb1
f4c34bde-5298-4fe1-bc52-da7b969a8e5c,0daaca5b-f9d1-47e8-8a02-3bfe18faa9fd,ce40ab32-69f2-47ac-836e-7898acb61a52
c9118a54-efbb-408c-9dd7-3e9714cacc40,e8564795-c74c-427a-80e5-d0f79d690745,ef79f0b8-61a0-4633-920f-2d88f85f0e39
e439ac70-1962-43e4-a22b-2443c54e068f,53854ad6-f490-4969-b8b7-a9ffb8054f31,4f234fae-6058-4c2b-837f-50a22e8a81bb
82dd5abd-807d-46a2-8673-1289b4bb48dd,88ca38c5-749b-4673-b55a-dd1531cef4ad,a355ece9-be38-4a64-bbc3-866120dd14ae
5f938f3d-7976-4298-bd50-14633cc44cd4,45d9deab-4302-4886-9f64-a985cb281157,f0d56d81-dff4-48d2-a93e-eb4cf851f90e
470c0bb5-940b-4800-ade1-d85b0f9eeacc,97984187-d7cf-4e2e-9f70-5c6022443572,cd38cefa-eae4-4295-8c92-d2cc44292645
2eaf4895-c143-4f12-aa03-c5b2272bc1ec,59f328db-53ab-4ab8-bf1d-e12a32d16a0f,0751b49b-4208-45c7-9da3-bca0a28d9050
db224008-2f3f-46f1-8a43-bbc0715915e3,fe7b3b04-34b2-413d-8a3e-f94b77facbdb,48b8d675-3bc4-4af8-907d-f7fc0eb65a57
e04dfcf1-41dc-4b99-b569-2ac9d153872c,e3f47e0c-a21f-4ab9-a5a3-d269c88978f6,b8994fcf-9296-4248-a273-afc1e78fbf1e
50866f8d-1d59-46f8-817d-ae2dc0bf2920,e03d9347-1ba5-4818-90a8-da36f391f0d6,75d423df-8284-4de1-96c5-48b0c74b1f2a
